Title,Date Issued,Date,Spatial Coverage,Extent,Provenance,Coverage,Publisher,Subject,Contributor,Creator,Description,File,Identifier,Rights,Source
Ten dollars reward,1806-05-10,1806-05-11,"Anson County, NC",Sneedsborough,"Wilmington, NC",Wilmington,Wilmington Gazette,John,William Johnson,William Johnson,"Ten Dollars Reward. RAN away from the subscriber on the 11th of May, a negro man named JOHN, about thirty years of age, five feet six or seven inches high, yellow complected, marked with the small pox, limps a little (though hardly perceiveable,) occasioned by his thigh being broken when young, speaks French, which is his native language and speaks the English language tolerable plain, has rather a down look--took with him an oznabrugs shirts and trowsers[sic] with a number of other clothes. He was stopped on the road leading to Fayeteville, but made his escape, leaving all his clothes except those he had on--it is supposed he intends for Wilmington, where he will endeavour to go on board some vessel as a sailor, which business he has followed and perhaps understands. The above reward and all charges will be paid for having him secured in any jail in the state, or Fifty Dollars and all reasonable charges will be paid for having him delivered to the subscriber living in Sneedsborough, Anson County. All masters of vessels are cautioned against receiving or employing him on board their vessels, as they may have to answer the consequences.  WM. JOHNSON. Sneedsborough, May 24, 1806. 492--205.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1914.jpg,1914,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1914
Fifty dollars,1806-09-15,1806-01-01,"Cumberland County, NC",Fayetteville,"Roanoke, VA",Halifax,North Carolina Journal,Crispin,Andrew Flinn,Andrew Flinn,"FIFTY DOLLARS REWARD. RAN-AWAY from the Subscriber, in the town of Fayetteville, about the 1st of January last, a  likely Negro man by the name of CRISPIN, about 35 years old, six feet high, very black, speaks good English, and has a scar over the left eye.  it is supposed that he may be in the neighbourhood of Gen'l Eaton's, near Roanoke, as he was seen there in February last, and has not since been known to be in or about Fayetteville.  The above reward will be given to any person who will lodge the fellow in the jail of Fayetteville, or forty to any person who will secure him in any other jail in this state. Andrew Flinn August 27th, 1806",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_987.jpg,987,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/987
Thirty dollars reward,1807-07-27,1807-03-20,"Halifax County, NC",Halifax,"Norfolk, VA",Halifax,North Carolina Journal,Auston,Willie Daniel,Willie Daniel,"Thirty Dollars Reward. RAN-AWAY from the subscriber, on the 20th of March last,  a Negro man by the name of AUSTON, about six feet high, of a yellowish complexion, and about 21 years of age; has several scars on his head, and one over his eye.  I purchased him of a Mr. Boykin, in Northampton county, an Meherrin[sic], in which neighbourhood I expect he is at this time, or about the borough of Norfolk, as it is reported he has a free pass, and wishes to pass as a free man, and get on board of some vessel; I therefore forwarn all captains and masters of vessels from taking him on board, under the penalty of the law; and whoever will secure him so that I get him again, or return him to me 12 miles above the town of Halifax shall receive the above reward. WILLIE DANIEL. Halifax, July 15, 1807.    4w--19",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1361.jpg,1361,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1361
Twenty dollars reward,1808-08-04,1808-07-24,"Chatham County, NC",Deep River,"Ohio; Jones County, NC",Raleigh,The North Carolina Minerva and Raleigh Advertiser,Davy,William Brantley,William Brantley,"TWENTY DOLLARS REWARD. RANAWAY from the subscriber on the 24th instant, a Negro Man named DAVY, about 28 years of age, five feet, nine or ten inches high, of middling black complexion, rather a down look, and slow spoken. He can write, and perhaps has furnished himself with a pass. He carried with him one or more cotton shirts, also two pair of cotton overalls, one of which was striped, and a mixed home made coat. I am not certain whether he will attempt to go to the state of Ohio, where he has once been, or to Jones county, in this state, where I bought him in January last, of Mr. Andrew Cox, on Trent river. The above reward will be given to any person who will deliver him to me, or secure him in any jail so that I get him. WM. [WILLIAM] BRANTLEY. Deep River, Chatham Co.  July 30.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_624.jpg,624,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/624
Twenty dollars reward,1808-10-06,1808-09-30,"Orange County, NC",Hillsborough,"Norfolk, VA; Tarboro, NC",Raleigh,The North Carolina Minerva and Raleigh Advertiser,Nancy,William Kirkland,William Kirkland,"TWENTY DOLLARS REWARD. RUNAWAY from the subscriber on the 30th ultimo, a negro woman NANCY, about 25 years of age, well made, about the common size of midling [sic] black complexion, and speaks somewhat hoarse. She had on when she went away, a blue cotton and yarn short gown, a white hummums petticoat and a white handkerchief round her head, and striped with blue and a good deal faded; a crimson flannel petticoat with striped body to it and several other articles of wearing apparel [sic]. I purchased her in May last from a Mr. Lewis Fort near Tarborough, which course she will probably take, or endeavour to get to Norfolk where she once lived.  The above reward will be given to any person who will deliver her to me in Hillsborough, or fifteen dollars for securing her any jail so that I get her again. WM. [WILLIAM] KIRKLAND.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_670.jpg,670,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/670
50 dollars reward,1809-07-20,1808-07-24,"Chatham County, NC",Deep River,Ohio,Raleigh,The Star,Davy,William Brantley,William Brantley,"50 Dollars Reward. RAN-AWAY from the Subscriber on the 24th day of July, 1808, a Negro Man named DAVY, 28 or 29 years of age, about five feet nine or ten inches high, of black complexion, slow spoken and rather a down look--took with him some good homespun clothes. He can write, and perhaps has procured a free pass.--I am apprehensive he has attempted to get to the State of Ohio, where he has once been. Any person that will deliver me the above described Negro or secure him in Jail so that I get him shall have the above reward.  WILLIAM BRANTLY. Deep River, Chatham county, N.C. 18th July 1809.}",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2036.jpg,2036,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2036
Ran away,1809-10-05,1809-09-10,"Anson County, NC",Wadesboro,"Richmond,, VA; Duplin County, NC; Bladen County, NC; Jones County, NC",Raleigh,The Star,Ralph,John Jennings,John Jennings,"Ran Away FROM the Subscriber on the 10th day of September, a bright mulatto fellow by the name of Ralph. He is about 35 years old--a number of his foreteeth are missing--several before, so as to disqualify him from chewing anything hard. He has a very down look. He had on when he left me cotton clothes, except his coat, which was cotton cambrick, of a brown colour, made in the present fashion. The coat has a pocket on the inside of the left lappell[sic].--He is about five feet, eight or ten inches high-thick built. I expect he will attempt to pass for a free man, and perhaps, aim for Richmond, in Virginia, where he was raised. He left his former master, whose name was Jeffery, (lived in South Carolina,) and passed for a free man about fifteen months in the counties of Duplin, Bladen, and Jones, where he was at length taken up and committed to Wilmington Jail, where his master got him. Any person who will confine said Negro is any Jail in this state so I get him, shall receive a reward of ten dollars, and if delivered to me in Wadesborough, 25 dollars. JOHN JENNINGS. Wadesborough, Sept, 25, 1809. 49--3 m",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2100.jpg,2100,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2100
Fifteen dollars reward,1809-11-09,1808-10-15,"Orange County, NC",Hillsborough,"Raleigh, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Stephen,Andrew Murdoch,Andrew Murdoch,"FIFTEEN DOLLARS REWARD RANAWAY from the Subscriber, living near Hillsborough, Orange county, N.C. on the 15th of October last, a NEGRO MAN named STEPHEN, about 20 years old, 5 feet 3 or 4 inches high ; took with him a store hat of a good quality, bound with a band and buckle to it, a striped coat of a copperas color, and blue and white striped jacket & pantaloons--his other cloaths were homespun, 2 blankets, one old, the other a new roase blanket.  He has a stoppage in his speech, and when rather scared or surprised stutters a good deal. At the same time he took a Black Mare, heavy with soal, without shoes, 5 years old last spring, one hind foot [illegible] to the [illegible] her [illegible] hangs to the left side, a switch tail; she is well formed, about 13 hands 3 inches high.  He has carried with him a good bridle, with plated bits, a horsewhip, &c. He is an artful, cunning fellow, he probably may have procured a pass by some means, in order to see his father, who, I am informed, lives below Raleigh.  I will give the above Reward to any person who will secure him, so that I get him and the Mare again; and should they be taken up separately, I will give Ten Dollars for the Negro Fellow, and Five for the Mare, on the delivery of them. ANDREW MURDOCH, November 1st, 1809    3t--29",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1087.jpg,1087,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1087
Twenty dollars reward,1809-12-15,1809-11-15,"Chowan County, NC",Edenton,"Perquimans County, NC",Edenton,The Edenton Gazette and North Carolina General Advertiser,Dick,Augustus Cabarrus,Augustua Cabarrus,"Twenty Dollars Reward.   RAN away from the Subscriber on the 15th Novemeber last, a Negro Boy named DICK, formerly the property of the late James Granberry, Esq.[Esquire] of this town. He is about eighteen years old, of a very dark complexion, slim, and five feet seven or eight inches high. His upper lip is remarkably thick, and has a double appearance when he laughs. He was raised in Harvey's Neck, in Perquimans County, where it is probable he at presents lurks. The above reward will be given to any person who deliver him to the Subscriber, or to Mr. Tredwell in Edenton, or fifteen dollars, if lodged in the jail of Perquimans County.   AUGUSTUS CABARRUS. Edenton, December 11, 1809.  tf 196",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_967.jpg,967,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/967
50 dollars reward,1810-04-13,1809-12-21,"Cumberland County, NC",Fayetteville,"Edenton, NC",Edenton,The Edenton Gazette and North Carolina General Advertiser,Arthur,Hugh Campbell,Hugh Campbell,"50 Dollars Reward.   RUN away Thursday night the 21st December, 1809, a negro man named ARTHUR, about 25 or 30 years old--appears to be about six feet high, very straight, and slender, has a scar on his cheek, it may be seen at some distance, occasioned by a brand. He took a number of clothes with him, among which were sailor jackets and trowsers; he had also plenty of money, say, Sta[illegible] Currency and Bank Bills, having robbed my store of goods and money. I purchased him from a James [illegible] Langley, of Edenton, N.C. to which place he is gone, and is well known in that neighborhood as a villain for robberies he committed; he has been in Norfolk and was taken from jail there. The above reward will be given to any person for delivering him to me, or 30 dollars for securing him in any jail so that I get him. All masters of vessels are cautioned from harboring or taking him away.  Hugh Campbell.  Fayetteville, April}  4, 1810.}  10w 215",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_771.jpg,771,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/771
Ran-away,1810-07-12,1810-06-18,"Wake County, NC",Raleigh,"Halifax, NC",Raleigh,The North Carolina Minerva and Raleigh Advertiser,Billy,W. Boylan,W. Boylan,"Ran-away FROM my Typeville plantation, on the 18th of June, BILLY, a small negro man, 22 years old, dark complexion. His clothes are not recollected. He has a wife in Raleigh, about which he may be lurking, but is more probable he has gone to the neighbourhood of Halifax where he was raised. If taken up out of the county and secured, I will give a reward of ten dollars, and reasonable compensation for taking hm up in the county or neighbourhood. W. BOYLAN. Raleigh, July 4.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1577.jpg,1577,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1577
